552784600502915072 [0, 'non-rumours', 'charliehebdo']
576494602070441984 [0, 'non-rumours', 'putinmissing']
576497758862987265 [0, 'non-rumours', 'putinmissing']
576499275754041344 [0, 'non-rumours', 'putinmissing']
576504635738951680 [0, 'non-rumours', 'putinmissing']
576509905596727296 [0, 'non-rumours', 'putinmissing']
576510163596795906 [0, 'non-rumours', 'putinmissing']
576524931409772544 [0, 'non-rumours', 'putinmissing']
576530892119793664 [0, 'non-rumours', 'putinmissing']
576546827643703296 [0, 'non-rumours', 'putinmissing']
576551024929992705 [0, 'non-rumours', 'putinmissing']
576573355404431360 [0, 'non-rumours', 'putinmissing']
576592351776346112 [0, 'non-rumours', 'putinmissing']
576600087066869760 [0, 'non-rumours', 'putinmissing']
576617856919465984 [0, 'non-rumours', 'putinmissing']
576639665786249216 [0, 'non-rumours', 'putinmissing']
576641067317096448 [0, 'non-rumours', 'putinmissing']
576655512462344192 [0, 'non-rumours', 'putinmissing']
576656873681731584 [0, 'non-rumours', 'putinmissing']
576657704933990400 [0, 'non-rumours', 'putinmissing']
576671947091779584 [0, 'non-rumours', 'putinmissing']
576679386616881152 [0, 'non-rumours', 'putinmissing']
576687226979004416 [0, 'non-rumours', 'putinmissing']
576713397196210176 [0, 'non-rumours', 'putinmissing']
576715243948118016 [0, 'non-rumours', 'putinmissing']
576723588952276992 [0, 'non-rumours', 'putinmissing']
576732099304095744 [0, 'non-rumours', 'putinmissing']
576736349153288192 [0, 'non-rumours', 'putinmissing']
576746408184676352 [0, 'non-rumours', 'putinmissing']
576757242042703872 [0, 'non-rumours', 'putinmissing']
576767713328144384 [0, 'non-rumours', 'putinmissing']
576767882945789953 [0, 'non-rumours', 'putinmissing']
576769677592039424 [0, 'non-rumours', 'putinmissing']
576770693683105792 [0, 'non-rumours', 'putinmissing']
576771847754268672 [0, 'non-rumours', 'putinmissing']
576772668805935104 [0, 'non-rumours', 'putinmissing']
576772770220113920 [0, 'non-rumours', 'putinmissing']
576773359729426432 [0, 'non-rumours', 'putinmissing']
576777148217843712 [0, 'non-rumours', 'putinmissing']
576777317474652160 [0, 'non-rumours', 'putinmissing']
576790814942236672 [0, 'non-rumours', 'putinmissing']
576794158108581888 [0, 'non-rumours', 'putinmissing']
576795865433706496 [0, 'non-rumours', 'putinmissing']
576806702454075392 [0, 'non-rumours', 'putinmissing']
576807652145160192 [0, 'non-rumours', 'putinmissing']
576811711652450304 [0, 'non-rumours', 'putinmissing']
576814014438703104 [0, 'non-rumours', 'putinmissing']
576815154735775744 [0, 'non-rumours', 'putinmissing']
576816930272776192 [0, 'non-rumours', 'putinmissing']
576819219876225024 [0, 'non-rumours', 'putinmissing']
576819222694744064 [0, 'non-rumours', 'putinmissing']
576821792834232320 [0, 'non-rumours', 'putinmissing']
576825885774467072 [0, 'non-rumours', 'putinmissing']
576830057496248320 [0, 'non-rumours', 'putinmissing']
576833878981136384 [0, 'non-rumours', 'putinmissing']
576836049151868928 [0, 'non-rumours', 'putinmissing']
576842803013091329 [0, 'non-rumours', 'putinmissing']
576847722055131136 [0, 'non-rumours', 'putinmissing']
576848770136174594 [0, 'non-rumours', 'putinmissing']
576853097445752832 [0, 'non-rumours', 'putinmissing']
576855835445428225 [0, 'non-rumours', 'putinmissing']
576857359533789184 [0, 'non-rumours', 'putinmissing']
576859807388418050 [0, 'non-rumours', 'putinmissing']
576860068316057600 [0, 'non-rumours', 'putinmissing']
576867083331497984 [0, 'non-rumours', 'putinmissing']
576885758537109505 [0, 'non-rumours', 'putinmissing']
576889130258419712 [0, 'non-rumours', 'putinmissing']
576890261382520832 [0, 'non-rumours', 'putinmissing']
576892395930955776 [0, 'non-rumours', 'putinmissing']
577269239779893248 [0, 'non-rumours', 'putinmissing']
577277669588537344 [0, 'non-rumours', 'putinmissing']
577287149516541952 [0, 'non-rumours', 'putinmissing']
577294068851421184 [0, 'non-rumours', 'putinmissing']
577295940278738944 [0, 'non-rumours', 'putinmissing']
577298811460128768 [0, 'non-rumours', 'putinmissing']
577300802294804481 [0, 'non-rumours', 'putinmissing']
577301582917816321 [0, 'non-rumours', 'putinmissing']
577302850318938113 [0, 'non-rumours', 'putinmissing']
577303343728627712 [0, 'non-rumours', 'putinmissing']
577308426902056960 [0, 'non-rumours', 'putinmissing']
577309214663684097 [0, 'non-rumours', 'putinmissing']
577311956048154625 [0, 'non-rumours', 'putinmissing']
576175612336992257 [1, 'rumour', 'putinmissing']
576181101577703424 [1, 'rumour', 'putinmissing']
576191681827057664 [1, 'rumour', 'putinmissing']
576192621351145472 [1, 'rumour', 'putinmissing']
576204915694964737 [1, 'rumour', 'putinmissing']
576225987119198208 [1, 'rumour', 'putinmissing']
576231309254721536 [1, 'rumour', 'putinmissing']
576238005951811584 [1, 'rumour', 'putinmissing']
576238790936662017 [1, 'rumour', 'putinmissing']
576248645365846016 [1, 'rumour', 'putinmissing']
576276947648405505 [1, 'rumour', 'putinmissing']
576319105965359105 [1, 'rumour', 'putinmissing']
576319832800555008 [1, 'rumour', 'putinmissing']
576320540983582720 [1, 'rumour', 'putinmissing']
576321889276207105 [1, 'rumour', 'putinmissing']
576321916593659904 [1, 'rumour', 'putinmissing']
576323086888361984 [1, 'rumour', 'putinmissing']
576325381990535169 [1, 'rumour', 'putinmissing']
576326555246415872 [1, 'rumour', 'putinmissing']
576327507093360640 [1, 'rumour', 'putinmissing']
576327863802138624 [1, 'rumour', 'putinmissing']
576330947588558849 [1, 'rumour', 'putinmissing']
576338374925164544 [1, 'rumour', 'putinmissing']
576338406088687616 [1, 'rumour', 'putinmissing']
576341809812623360 [1, 'rumour', 'putinmissing']
576344015458570240 [1, 'rumour', 'putinmissing']
576344611519614976 [1, 'rumour', 'putinmissing']
576346280336756737 [1, 'rumour', 'putinmissing']
576347888168644609 [1, 'rumour', 'putinmissing']
576348679231033344 [1, 'rumour', 'putinmissing']
576349360767807488 [1, 'rumour', 'putinmissing']
576350258021675009 [1, 'rumour', 'putinmissing']
576356996145917952 [1, 'rumour', 'putinmissing']
576362213134454785 [1, 'rumour', 'putinmissing']
576376097824198656 [1, 'rumour', 'putinmissing']
576378113711558656 [1, 'rumour', 'putinmissing']
576379928914046976 [1, 'rumour', 'putinmissing']
576382568586706944 [1, 'rumour', 'putinmissing']
576389113319944193 [1, 'rumour', 'putinmissing']
576394422813769728 [1, 'rumour', 'putinmissing']
576394839220178946 [1, 'rumour', 'putinmissing']
576397815406071808 [1, 'rumour', 'putinmissing']
576409244968361985 [1, 'rumour', 'putinmissing']
576427289111474177 [1, 'rumour', 'putinmissing']
576448454005813248 [1, 'rumour', 'putinmissing']
576452724281102336 [1, 'rumour', 'putinmissing']
576465693798957058 [1, 'rumour', 'putinmissing']
576468519598104577 [1, 'rumour', 'putinmissing']
576470720328392704 [1, 'rumour', 'putinmissing']
576471501081292800 [1, 'rumour', 'putinmissing']
576472861528961024 [1, 'rumour', 'putinmissing']
576475228928385024 [1, 'rumour', 'putinmissing']
576480269835845632 [1, 'rumour', 'putinmissing']
576483978363973632 [1, 'rumour', 'putinmissing']
576485427315535872 [1, 'rumour', 'putinmissing']
576507292415320064 [1, 'rumour', 'putinmissing']
576508971923693568 [1, 'rumour', 'putinmissing']
576509083152457728 [1, 'rumour', 'putinmissing']
576513091287945216 [1, 'rumour', 'putinmissing']
576513463738109954 [1, 'rumour', 'putinmissing']
576515871876767744 [1, 'rumour', 'putinmissing']
576516069516525568 [1, 'rumour', 'putinmissing']
576526802056814593 [1, 'rumour', 'putinmissing']
576528880208637952 [1, 'rumour', 'putinmissing']
576530268351246337 [1, 'rumour', 'putinmissing']
576531907606892544 [1, 'rumour', 'putinmissing']
576548875072335872 [1, 'rumour', 'putinmissing']
576552070456741888 [1, 'rumour', 'putinmissing']
576565012086579200 [1, 'rumour', 'putinmissing']
576597020065996800 [1, 'rumour', 'putinmissing']
576643337173749760 [1, 'rumour', 'putinmissing']
576694748095782912 [1, 'rumour', 'putinmissing']
576709199146717185 [1, 'rumour', 'putinmissing']
576716016908136448 [1, 'rumour', 'putinmissing']
576749539375235072 [1, 'rumour', 'putinmissing']
576755174531862529 [1, 'rumour', 'putinmissing']
576763653329809408 [1, 'rumour', 'putinmissing']
576770854803107841 [1, 'rumour', 'putinmissing']
576775762461745152 [1, 'rumour', 'putinmissing']
576780691616198656 [1, 'rumour', 'putinmissing']
576781604821053440 [1, 'rumour', 'putinmissing']
576789978795155457 [1, 'rumour', 'putinmissing']
576794571448909824 [1, 'rumour', 'putinmissing']
576794571629166592 [1, 'rumour', 'putinmissing']
576796432730071040 [1, 'rumour', 'putinmissing']
576812336952000512 [1, 'rumour', 'putinmissing']
576812998418939904 [1, 'rumour', 'putinmissing']
576813256905486336 [1, 'rumour', 'putinmissing']
576814574873235457 [1, 'rumour', 'putinmissing']
576815329172590592 [1, 'rumour', 'putinmissing']
576815428066009089 [1, 'rumour', 'putinmissing']
576819925005680640 [1, 'rumour', 'putinmissing']
576820722426839040 [1, 'rumour', 'putinmissing']
576821399983026177 [1, 'rumour', 'putinmissing']
576821651490340864 [1, 'rumour', 'putinmissing']
576824525339402240 [1, 'rumour', 'putinmissing']
576829262927413248 [1, 'rumour', 'putinmissing']
576831447299796994 [1, 'rumour', 'putinmissing']
576832918343032832 [1, 'rumour', 'putinmissing']
576833011955679232 [1, 'rumour', 'putinmissing']
576833924736892928 [1, 'rumour', 'putinmissing']
576833924967493633 [1, 'rumour', 'putinmissing']
576836412051304448 [1, 'rumour', 'putinmissing']
576840804834144258 [1, 'rumour', 'putinmissing']
576842966964117504 [1, 'rumour', 'putinmissing']
576847727918739457 [1, 'rumour', 'putinmissing']
576850639600357376 [1, 'rumour', 'putinmissing']
576855819125432321 [1, 'rumour', 'putinmissing']
576860610400501760 [1, 'rumour', 'putinmissing']
576860819322880000 [1, 'rumour', 'putinmissing']
576863192854462464 [1, 'rumour', 'putinmissing']
576866204339609602 [1, 'rumour', 'putinmissing']
576866204360581120 [1, 'rumour', 'putinmissing']
576872037089566720 [1, 'rumour', 'putinmissing']
576874788683005952 [1, 'rumour', 'putinmissing']
576889864907427840 [1, 'rumour', 'putinmissing']
577258317942149120 [1, 'rumour', 'putinmissing']
577261281125642241 [1, 'rumour', 'putinmissing']
577269846259433472 [1, 'rumour', 'putinmissing']
577273752796282881 [1, 'rumour', 'putinmissing']
577287176288776192 [1, 'rumour', 'putinmissing']
577294310573502465 [1, 'rumour', 'putinmissing']
577297951325876224 [1, 'rumour', 'putinmissing']
577301342617673729 [1, 'rumour', 'putinmissing']
577303162765250560 [1, 'rumour', 'putinmissing']
577342598592901120 [1, 'rumour', 'putinmissing']
544266241511133186 [0, 'non-rumours', 'sydneysiege']
544268900351766528 [0, 'non-rumours', 'sydneysiege']
544274797640044544 [0, 'non-rumours', 'sydneysiege']
544275574642835456 [0, 'non-rumours', 'sydneysiege']
544275733607366656 [0, 'non-rumours', 'sydneysiege']
544276027644850176 [0, 'non-rumours', 'sydneysiege']
544277607723048961 [0, 'non-rumours', 'sydneysiege']
544278202743402496 [0, 'non-rumours', 'sydneysiege']
544279603259248640 [0, 'non-rumours', 'sydneysiege']
544279950929321984 [0, 'non-rumours', 'sydneysiege']
544280391226761218 [0, 'non-rumours', 'sydneysiege']
544280617160949760 [0, 'non-rumours', 'sydneysiege']
544280650455728129 [0, 'non-rumours', 'sydneysiege']
544280929154637825 [0, 'non-rumours', 'sydneysiege']
544281012708970497 [0, 'non-rumours', 'sydneysiege']
544282015487787008 [0, 'non-rumours', 'sydneysiege']
544282250503012352 [0, 'non-rumours', 'sydneysiege']
544282393801007104 [0, 'non-rumours', 'sydneysiege']
544282714237448192 [0, 'non-rumours', 'sydneysiege']
544283374911627264 [0, 'non-rumours', 'sydneysiege']
544283714751328256 [0, 'non-rumours', 'sydneysiege']
544284483453595648 [0, 'non-rumours', 'sydneysiege']
544284526684286976 [0, 'non-rumours', 'sydneysiege']
544284599996526592 [0, 'non-rumours', 'sydneysiege']
544285213891629056 [0, 'non-rumours', 'sydneysiege']
544286688436969472 [0, 'non-rumours', 'sydneysiege']
544286724831318017 [0, 'non-rumours', 'sydneysiege']
544286833362747392 [0, 'non-rumours', 'sydneysiege']
544287332061298688 [0, 'non-rumours', 'sydneysiege']
544287902079803392 [0, 'non-rumours', 'sydneysiege']
544288009747566592 [0, 'non-rumours', 'sydneysiege']
544288302254137345 [0, 'non-rumours', 'sydneysiege']
544288856263360512 [0, 'non-rumours', 'sydneysiege']
544288968624578560 [0, 'non-rumours', 'sydneysiege']
544290967369428992 [0, 'non-rumours', 'sydneysiege']
544290995462889472 [0, 'non-rumours', 'sydneysiege']
544291853227786240 [0, 'non-rumours', 'sydneysiege']
544291966536523776 [0, 'non-rumours', 'sydneysiege']
544292342430449664 [0, 'non-rumours', 'sydneysiege']
544292798887784449 [0, 'non-rumours', 'sydneysiege']
544293021995393024 [0, 'non-rumours', 'sydneysiege']
544293069957259264 [0, 'non-rumours', 'sydneysiege']
544293177596067840 [0, 'non-rumours', 'sydneysiege']
544293261506928640 [0, 'non-rumours', 'sydneysiege']
544293716140126208 [0, 'non-rumours', 'sydneysiege']
544293739221368832 [0, 'non-rumours', 'sydneysiege']
544293770926120960 [0, 'non-rumours', 'sydneysiege']
544294274674593792 [0, 'non-rumours', 'sydneysiege']
544294618758520832 [0, 'non-rumours', 'sydneysiege']
544294890343915520 [0, 'non-rumours', 'sydneysiege']
544295667112230912 [0, 'non-rumours', 'sydneysiege']
544295871592951808 [0, 'non-rumours', 'sydneysiege']
544295960449265664 [0, 'non-rumours', 'sydneysiege']
544296373466562560 [0, 'non-rumours', 'sydneysiege']
544296463027961856 [0, 'non-rumours', 'sydneysiege']
544296465619619840 [0, 'non-rumours', 'sydneysiege']
544297247567917056 [0, 'non-rumours', 'sydneysiege']
544297331906973696 [0, 'non-rumours', 'sydneysiege']
544298121379852289 [0, 'non-rumours', 'sydneysiege']
544298334354411521 [0, 'non-rumours', 'sydneysiege']
544298354029506560 [0, 'non-rumours', 'sydneysiege']
544298507868200961 [0, 'non-rumours', 'sydneysiege']
544298663061643264 [0, 'non-rumours', 'sydneysiege']
544298959993200640 [0, 'non-rumours', 'sydneysiege']
544299029601861632 [0, 'non-rumours', 'sydneysiege']
544299273664593920 [0, 'non-rumours', 'sydneysiege']
544299916252573698 [0, 'non-rumours', 'sydneysiege']
544300256981430272 [0, 'non-rumours', 'sydneysiege']
544300369765859328 [0, 'non-rumours', 'sydneysiege']
544301012492632064 [0, 'non-rumours', 'sydneysiege']
544301025079730176 [0, 'non-rumours', 'sydneysiege']
544301149348982784 [0, 'non-rumours', 'sydneysiege']
544301313459101696 [0, 'non-rumours', 'sydneysiege']
544301338935312384 [0, 'non-rumours', 'sydneysiege']
544301449845305344 [0, 'non-rumours', 'sydneysiege']
544301589931241472 [0, 'non-rumours', 'sydneysiege']
544301609472122881 [0, 'non-rumours', 'sydneysiege']
544301925735202816 [0, 'non-rumours', 'sydneysiege']
544301961638457344 [0, 'non-rumours', 'sydneysiege']
544303499756855297 [0, 'non-rumours', 'sydneysiege']
544305018439204864 [0, 'non-rumours', 'sydneysiege']
544305672372772865 [0, 'non-rumours', 'sydneysiege']
544305859904286720 [0, 'non-rumours', 'sydneysiege']
544305999994421249 [0, 'non-rumours', 'sydneysiege']
544306118273794048 [0, 'non-rumours', 'sydneysiege']
544306591235710976 [0, 'non-rumours', 'sydneysiege']
544306616137293824 [0, 'non-rumours', 'sydneysiege']
544306732475105283 [0, 'non-rumours', 'sydneysiege']
544307589245587457 [0, 'non-rumours', 'sydneysiege']
544307871853592576 [0, 'non-rumours', 'sydneysiege']
544308031446872065 [0, 'non-rumours', 'sydneysiege']
544308156625481728 [0, 'non-rumours', 'sydneysiege']
544308188909027328 [0, 'non-rumours', 'sydneysiege']
544308490840195072 [0, 'non-rumours', 'sydneysiege']
544308749725626368 [0, 'non-rumours', 'sydneysiege']
544308793623207936 [0, 'non-rumours', 'sydneysiege']
544308888628387840 [0, 'non-rumours', 'sydneysiege']
544309096351268864 [0, 'non-rumours', 'sydneysiege']
544309113694740480 [0, 'non-rumours', 'sydneysiege']
544309283048144897 [0, 'non-rumours', 'sydneysiege']
544309497041133568 [0, 'non-rumours', 'sydneysiege']
544309893969092608 [0, 'non-rumours', 'sydneysiege']
544309943533600769 [0, 'non-rumours', 'sydneysiege']
544309956250320897 [0, 'non-rumours', 'sydneysiege']
544310166242734080 [0, 'non-rumours', 'sydneysiege']
544310222547087361 [0, 'non-rumours', 'sydneysiege']
544310691600302080 [0, 'non-rumours', 'sydneysiege']
544310849784274945 [0, 'non-rumours', 'sydneysiege']
544311814649942016 [0, 'non-rumours', 'sydneysiege']
544311959483473920 [0, 'non-rumours', 'sydneysiege']
544312065637097472 [0, 'non-rumours', 'sydneysiege']
544312118497914880 [0, 'non-rumours', 'sydneysiege']
544312732443348995 [0, 'non-rumours', 'sydneysiege']
544313008642461697 [0, 'non-rumours', 'sydneysiege']
544313132865159169 [0, 'non-rumours', 'sydneysiege']
544313592477384704 [0, 'non-rumours', 'sydneysiege']
544314020539289600 [0, 'non-rumours', 'sydneysiege']
544314301067304960 [0, 'non-rumours', 'sydneysiege']
544314464569675776 [0, 'non-rumours', 'sydneysiege']
544314810884562946 [0, 'non-rumours', 'sydneysiege']
544316046379716608 [0, 'non-rumours', 'sydneysiege']
544316684736028673 [0, 'non-rumours', 'sydneysiege']
544316978278592512 [0, 'non-rumours', 'sydneysiege']
544317139323473920 [0, 'non-rumours', 'sydneysiege']
544317301064208384 [0, 'non-rumours', 'sydneysiege']
544317474498703360 [0, 'non-rumours', 'sydneysiege']
544317494379294721 [0, 'non-rumours', 'sydneysiege']
544319395619958784 [0, 'non-rumours', 'sydneysiege']
544319450569134081 [0, 'non-rumours', 'sydneysiege']
544319667364708352 [0, 'non-rumours', 'sydneysiege']
544319905076903936 [0, 'non-rumours', 'sydneysiege']
544321311250468865 [0, 'non-rumours', 'sydneysiege']
544321631976296449 [0, 'non-rumours', 'sydneysiege']
544323086841954304 [0, 'non-rumours', 'sydneysiege']
544323127522906112 [0, 'non-rumours', 'sydneysiege']
544323358327070720 [0, 'non-rumours', 'sydneysiege']
544323450270392322 [0, 'non-rumours', 'sydneysiege']
544324741239037952 [0, 'non-rumours', 'sydneysiege']
544325896661114881 [0, 'non-rumours', 'sydneysiege']
544325938826076161 [0, 'non-rumours', 'sydneysiege']
544326782334558208 [0, 'non-rumours', 'sydneysiege']
544327278469988352 [0, 'non-rumours', 'sydneysiege']
544327577406410752 [0, 'non-rumours', 'sydneysiege']
544328059482939392 [0, 'non-rumours', 'sydneysiege']
544328351939186689 [0, 'non-rumours', 'sydneysiege']
544328673097039873 [0, 'non-rumours', 'sydneysiege']
544329092100005888 [0, 'non-rumours', 'sydneysiege']
544329251487756288 [0, 'non-rumours', 'sydneysiege']
544329431998038016 [0, 'non-rumours', 'sydneysiege']
544329896529760256 [0, 'non-rumours', 'sydneysiege']
544330052796559360 [0, 'non-rumours', 'sydneysiege']
544330174351679489 [0, 'non-rumours', 'sydneysiege']
544330542871633920 [0, 'non-rumours', 'sydneysiege']
544330861680664576 [0, 'non-rumours', 'sydneysiege']
544331022104395777 [0, 'non-rumours', 'sydneysiege']
544331094523662337 [0, 'non-rumours', 'sydneysiege']
544331918506872832 [0, 'non-rumours', 'sydneysiege']
544332519861022720 [0, 'non-rumours', 'sydneysiege']
544332610097676288 [0, 'non-rumours', 'sydneysiege']
544332847050670080 [0, 'non-rumours', 'sydneysiege']
544333236243947520 [0, 'non-rumours', 'sydneysiege']
544333302178799617 [0, 'non-rumours', 'sydneysiege']
544334394912014336 [0, 'non-rumours', 'sydneysiege']
544334431830286336 [0, 'non-rumours', 'sydneysiege']
544334612718055424 [0, 'non-rumours', 'sydneysiege']
544334623023452160 [0, 'non-rumours', 'sydneysiege']
544335202923737089 [0, 'non-rumours', 'sydneysiege']
544336408144781313 [0, 'non-rumours', 'sydneysiege']
544336432609775618 [0, 'non-rumours', 'sydneysiege']
544336572141694976 [0, 'non-rumours', 'sydneysiege']
544336585052160001 [0, 'non-rumours', 'sydneysiege']
544336736948473856 [0, 'non-rumours', 'sydneysiege']
544337283801829376 [0, 'non-rumours', 'sydneysiege']
544337383215226880 [0, 'non-rumours', 'sydneysiege']
544337689676636161 [0, 'non-rumours', 'sydneysiege']
544337761600557056 [0, 'non-rumours', 'sydneysiege']
544337816298070017 [0, 'non-rumours', 'sydneysiege']
544338622422335489 [0, 'non-rumours', 'sydneysiege']
544338676835041280 [0, 'non-rumours', 'sydneysiege']
544338698750664704 [0, 'non-rumours', 'sydneysiege']
544340578528272385 [0, 'non-rumours', 'sydneysiege']
544340812448804864 [0, 'non-rumours', 'sydneysiege']
544340943965409281 [0, 'non-rumours', 'sydneysiege']
544341124614459393 [0, 'non-rumours', 'sydneysiege']
544341255174356992 [0, 'non-rumours', 'sydneysiege']
544341369762742272 [0, 'non-rumours', 'sydneysiege']
544342743003045888 [0, 'non-rumours', 'sydneysiege']
544343299138392065 [0, 'non-rumours', 'sydneysiege']
544343625069379584 [0, 'non-rumours', 'sydneysiege']
544344684685189120 [0, 'non-rumours', 'sydneysiege']
544345074960584704 [0, 'non-rumours', 'sydneysiege']
544345465311879170 [0, 'non-rumours', 'sydneysiege']
544345939054710785 [0, 'non-rumours', 'sydneysiege']
544346107900207105 [0, 'non-rumours', 'sydneysiege']
544346261365600257 [0, 'non-rumours', 'sydneysiege']
544346361101963265 [0, 'non-rumours', 'sydneysiege']
544347292493705216 [0, 'non-rumours', 'sydneysiege']
544348392944463872 [0, 'non-rumours', 'sydneysiege']
544348632980676608 [0, 'non-rumours', 'sydneysiege']
544348695076954114 [0, 'non-rumours', 'sydneysiege']
544349773676179456 [0, 'non-rumours', 'sydneysiege']
544350087020019712 [0, 'non-rumours', 'sydneysiege']
544350803125735424 [0, 'non-rumours', 'sydneysiege']
544351179044425729 [0, 'non-rumours', 'sydneysiege']
544352649978843136 [0, 'non-rumours', 'sydneysiege']
544353257175654400 [0, 'non-rumours', 'sydneysiege']
544354418938740736 [0, 'non-rumours', 'sydneysiege']
544354840042680320 [0, 'non-rumours', 'sydneysiege']
544355987608444929 [0, 'non-rumours', 'sydneysiege']
544356213837017089 [0, 'non-rumours', 'sydneysiege']
544357264333615104 [0, 'non-rumours', 'sydneysiege']
544357899783655424 [0, 'non-rumours', 'sydneysiege']
544357935439417345 [0, 'non-rumours', 'sydneysiege']
544359670480379905 [0, 'non-rumours', 'sydneysiege']
544360342995099648 [0, 'non-rumours', 'sydneysiege']
544360851646709760 [0, 'non-rumours', 'sydneysiege']
544362543997665280 [0, 'non-rumours', 'sydneysiege']
544363222296297473 [0, 'non-rumours', 'sydneysiege']
544363391641341952 [0, 'non-rumours', 'sydneysiege']
544363471660277760 [0, 'non-rumours', 'sydneysiege']
544364507342979072 [0, 'non-rumours', 'sydneysiege']
544365039663083521 [0, 'non-rumours', 'sydneysiege']
544365130138808321 [0, 'non-rumours', 'sydneysiege']
544365585417527296 [0, 'non-rumours', 'sydneysiege']
544366723067957249 [0, 'non-rumours', 'sydneysiege']
544367862211952641 [0, 'non-rumours', 'sydneysiege']
544368246271406080 [0, 'non-rumours', 'sydneysiege']
544369229987078145 [0, 'non-rumours', 'sydneysiege']
544369501857263616 [0, 'non-rumours', 'sydneysiege']
544369574842347520 [0, 'non-rumours', 'sydneysiege']
544369653015801856 [0, 'non-rumours', 'sydneysiege']
544370072018378752 [0, 'non-rumours', 'sydneysiege']
544372384690872321 [0, 'non-rumours', 'sydneysiege']
544372701285351424 [0, 'non-rumours', 'sydneysiege']
544373513407062016 [0, 'non-rumours', 'sydneysiege']
544373945206460416 [0, 'non-rumours', 'sydneysiege']
544374569016885248 [0, 'non-rumours', 'sydneysiege']
544375969687953410 [0, 'non-rumours', 'sydneysiege']
544376073685712896 [0, 'non-rumours', 'sydneysiege']
544376469279875072 [0, 'non-rumours', 'sydneysiege']
544376532161298432 [0, 'non-rumours', 'sydneysiege']
544377326122057728 [0, 'non-rumours', 'sydneysiege']
544378232624410624 [0, 'non-rumours', 'sydneysiege']
544379143136497664 [0, 'non-rumours', 'sydneysiege']
544379787246981122 [0, 'non-rumours', 'sydneysiege']
544380441210277888 [0, 'non-rumours', 'sydneysiege']
544381029537312769 [0, 'non-rumours', 'sydneysiege']
544382795099799553 [0, 'non-rumours', 'sydneysiege']
544383649131806722 [0, 'non-rumours', 'sydneysiege']
544384467809230848 [0, 'non-rumours', 'sydneysiege']
544384680376532992 [0, 'non-rumours', 'sydneysiege']
544384825332101120 [0, 'non-rumours', 'sydneysiege']
544384839906906113 [0, 'non-rumours', 'sydneysiege']
544386515171020801 [0, 'non-rumours', 'sydneysiege']
544387390752567297 [0, 'non-rumours', 'sydneysiege']
544387669766451200 [0, 'non-rumours', 'sydneysiege']
544388092552294400 [0, 'non-rumours', 'sydneysiege']
544388259359387648 [0, 'non-rumours', 'sydneysiege']
544389259491172353 [0, 'non-rumours', 'sydneysiege']
544389493273276416 [0, 'non-rumours', 'sydneysiege']
544389506569220096 [0, 'non-rumours', 'sydneysiege']
544389639046721537 [0, 'non-rumours', 'sydneysiege']
544389770009276416 [0, 'non-rumours', 'sydneysiege']
544389911630340096 [0, 'non-rumours', 'sydneysiege']
544389986809036800 [0, 'non-rumours', 'sydneysiege']
544390550497947649 [0, 'non-rumours', 'sydneysiege']
544390718253699072 [0, 'non-rumours', 'sydneysiege']
544391323214573568 [0, 'non-rumours', 'sydneysiege']
544391412075069440 [0, 'non-rumours', 'sydneysiege']
544391471458451456 [0, 'non-rumours', 'sydneysiege']
544391790615605249 [0, 'non-rumours', 'sydneysiege']
544391946513305600 [0, 'non-rumours', 'sydneysiege']
544392353717317632 [0, 'non-rumours', 'sydneysiege']
544392801836728321 [0, 'non-rumours', 'sydneysiege']
544393165101613056 [0, 'non-rumours', 'sydneysiege']
544393504768925697 [0, 'non-rumours', 'sydneysiege']
544393723099238400 [0, 'non-rumours', 'sydneysiege']
544393766287970304 [0, 'non-rumours', 'sydneysiege']
544393889113600000 [0, 'non-rumours', 'sydneysiege']
544394005182963712 [0, 'non-rumours', 'sydneysiege']
544394858405060608 [0, 'non-rumours', 'sydneysiege']
544395106426425345 [0, 'non-rumours', 'sydneysiege']
544395562666037248 [0, 'non-rumours', 'sydneysiege']
544395613043818496 [0, 'non-rumours', 'sydneysiege']
544395804190855168 [0, 'non-rumours', 'sydneysiege']
544396078125039617 [0, 'non-rumours', 'sydneysiege']
544396587192311808 [0, 'non-rumours', 'sydneysiege']
544396608704901120 [0, 'non-rumours', 'sydneysiege']
544396816083468290 [0, 'non-rumours', 'sydneysiege']
544397240601563137 [0, 'non-rumours', 'sydneysiege']
544398512931086336 [0, 'non-rumours', 'sydneysiege']
544398776236904448 [0, 'non-rumours', 'sydneysiege']
544399562866053120 [0, 'non-rumours', 'sydneysiege']
544399649025433601 [0, 'non-rumours', 'sydneysiege']
544400801083686912 [0, 'non-rumours', 'sydneysiege']
544400809182523392 [0, 'non-rumours', 'sydneysiege']
544401029211496449 [0, 'non-rumours', 'sydneysiege']
544401106617786370 [0, 'non-rumours', 'sydneysiege']
544401367540834304 [0, 'non-rumours', 'sydneysiege']
544401374675341312 [0, 'non-rumours', 'sydneysiege']
544401573968097280 [0, 'non-rumours', 'sydneysiege']
544401577113845760 [0, 'non-rumours', 'sydneysiege']
544402012570284032 [0, 'non-rumours', 'sydneysiege']
544402024524038144 [0, 'non-rumours', 'sydneysiege']
544402515085623296 [0, 'non-rumours', 'sydneysiege']
544403112656527360 [0, 'non-rumours', 'sydneysiege']
544403526773125120 [0, 'non-rumours', 'sydneysiege']
544403564077260800 [0, 'non-rumours', 'sydneysiege']
